Churn,customer_SeniorCitizen,customer_tenure,account_Charges_Monthly,account_Charges_Total,check_total,diff_total,account_Charges_day,churn_bin,customer_gender_Male,customer_Partner_Yes,customer_Dependents_Yes,phone_PhoneService_Yes,phone_MultipleLines_No phone service,phone_MultipleLines_Yes,internet_InternetService_Fiber optic,internet_InternetService_No,internet_OnlineSecurity_No internet service,internet_OnlineSecurity_Yes,internet_OnlineBackup_No internet service,internet_OnlineBackup_Yes,internet_DeviceProtection_No internet service,internet_DeviceProtection_Yes,internet_TechSupport_No internet service,internet_TechSupport_Yes,internet_StreamingTV_No internet service,internet_StreamingTV_Yes,internet_StreamingMovies_No internet service,internet_StreamingMovies_Yes,account_Contract_One year,account_Contract_Two year,account_PaperlessBilling_Yes,account_PaymentMethod_Credit Card Automatic,account_PaymentMethod_Electronic Check,account_PaymentMethod_Mailed Check
Yes,1,0.5956921474426305,1.0066603721817051,0.9812474839034392,0.9660862513766741,0.5513116915276047,1.006660372181705,1.0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
No,0,1.1657772395230555,1.2060760122016398,1.6287658272919416,1.715323856055874,-2.871408884109696,1.2060760122016398,0.0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0
No,0,1.369379058123207,0.3153528201125979,1.1378403497927838,1.157358879694465,-0.6161336526408637,0.31535282011259824,0.0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
No,0,0.3920903288424788,-0.3393951979528547,0.0764347445738314,0.005086465213470738,2.437528356579886,-0.33939519795285494,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
No,0,0.9214550572028734,-1.5076384890696393,-0.5292975408602689,-0.5354579751046809,0.2358261428166786,-1.5076384890696388,0.0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
No,0,-1.2774445836787656,-1.5126238800701375,-0.9989216206172196,-0.9981288658352939,-0.002276158097219693,-1.5126238800701373,0.0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0
No,0,1.4508197855632678,-0.34438058895335305,0.6364959502891475,0.626882581880401,0.36157392048683534,-0.3443805889533532,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0
No,0,-1.2774445836787656,-1.4760643460664828,-0.9984359928966718,-0.9976431221179914,-0.002276158097219693,-1.4760643460664824,0.0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
No,0,-0.62591876415828,-0.4972659129686364,-0.6381885201994482,-0.6327833526441962,-0.1548104446201841,-0.49726591296863604,0.0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1
No,0,-0.7073594915983407,-0.45405919096431707,-0.6934617843926986,-0.6681543269677677,-0.8259613053212369,-0.45405919096431674,0.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
No,0,-0.1779947632379461,-0.012021188920128179,-0.21180738155854284,-0.21036295267005664,-0.017901621594696975,-0.012021188920127792,0.0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
No,1,-0.1779947632379461,1.3639467272174215,0.31613617263873034,0.3015226083272485,0.5275014614362027,1.3639467272174215,0.0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0
No,0,0.3106496014024181,-1.5009913010689746,-0.650285065238546,-0.6604265860106828,0.36901461739039115,-1.5009913010689742,0.0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
No,0,1.247217966963116,1.4453747802255617,1.9858567198056054,2.004871270087907,-0.5923234225494686,1.4453747802255614,0.0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
Yes,1,-0.7073594915983407,0.8338334841644282,-0.3783335417318183,-0.41148293089316135,1.14656744381234,0.8338334841644286,1.0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Yes,0,-0.748079855318371,1.3689321182179202,-0.4119080764115044,-0.3516260573655693,-2.0023354857739633,1.3689321182179202,1.0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1
Yes,0,0.880734693482843,-0.3244390249513595,0.3579222305931326,0.304878655828611,1.822926792345883,-0.3244390249513593,1.0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
No,0,0.26992923768238775,1.1861344481996465,0.6709534444607385,0.7233027097649436,-1.72628563065192,1.186134448199647,0.0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0
No,0,0.6364125111626608,-0.84291968900319,-0.1338862063979301,-0.1715034552858584,1.2991017303353096,-0.8429196890031897,0.0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
Yes,0,-0.6666391278783103,-0.36099855895501426,-0.6391597756405435,-0.6258063065229423,-0.42267553314832135,-0.3609985589550139,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
No,0,0.47353105628253944,0.42503142212356193,0.5250002404488486,0.5001476301842083,0.8742379371420698,0.42503142212356226,0.0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1
Yes,0,-1.2774445836787656,0.19570343610063723,-0.976229561675262,-0.9754313866813416,-0.002276158097219693,0.19570343610063728,1.0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
No,0,1.4915401492832983,-0.3693075439558449,0.6721454397748103,0.6280527826539024,1.5238107768227998,-0.36930754395584475,0.0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
No,1,0.6771328748826912,-0.6966815529885713,-0.07764168676358413,-0.058899229911192466,-0.5997641194530279,-0.6966815529885708,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
No,0,-0.3408762181180675,-1.3348116010523623,-0.7402144894890662,-0.7459174802559194,0.21871253993849077,-1.3348116010523619,0.0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
No,1,1.5729808767233588,-1.3564149620545218,-0.23209337588505932,-0.25573583171808406,0.8273615466496447,-1.3564149620545216,0.0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
No,0,1.1657772395230555,1.1196625681930017,1.7055612291003754,1.645288443724807,2.0773986264476108,1.1196625681930017,0.0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0
No,0,-0.5851984004382496,-1.4843733310673135,-0.8277157751368478,-0.8468638564153259,0.6711069116748989,-1.484373331067313,0.0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
No,0,-0.21871512695797646,-0.3643221529553466,-0.39382948081475044,-0.365182722930284,-0.9360836194939145,-0.36432215295534626,0.0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
No,0,1.2879383306831464,1.5517297882361936,2.2007911341225697,2.1431095161802176,1.994062821127741,1.5517297882361936,0.0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0
No,0,-1.2774445836787656,-1.4926823160681442,-0.9986567327696481,-0.9978639147167654,-0.002276158097219693,-1.4926823160681437,0.0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
No,0,0.7178532386027215,0.6443886261454905,0.8310781483177029,0.8513403377939021,-0.6436642311840387,0.6443886261454906,0.0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0
No,0,-0.0965540357978854,0.18240906009930805,-0.0366502923518964,-0.07598857705628875,1.3578832358734254,0.18240906009930843,0.0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0
No,0,1.002895784642934,-0.3792783259568415,0.35677438325365624,0.3362091255946212,0.7284002778323043,-0.37927832595684147,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0
No,0,-0.62591876415828,-1.328164413051698,-0.7976068564628886,-0.8204570616019728,0.7961106196546952,-1.3281644130516974,0.0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
No,0,0.758573602322752,0.7573908221567865,0.9685990891819004,0.9650706054223147,0.15918696471000945,0.7573908221567865,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
Yes,0,-1.2367242199587352,-1.1603229160349193,-0.9740442369327973,-0.9802667445944891,0.2343380034359666,-1.1603229160349189,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Yes,0,-1.2367242199587352,0.6959043331506402,-0.9324568448640735,-0.9309416780284099,-0.026086388188609436,0.6959043331506406,1.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
No,0,1.125056875803025,0.9767480261787151,1.5583718817998187,1.4878854000589259,2.4204147537016985,0.9767480261787154,0.0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Yes,0,1.4100994218432374,1.461992750227223,2.1518972522583324,2.210870764743914,-1.9376014227130018,1.461992750227223,1.0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0
No,0,0.025607055362205634,-0.8528904710041867,-0.42952311827500844,-0.4368520004922773,0.27600590609589964,-0.8528904710041859,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0
No,0,0.22920887396235737,0.19404163910047073,0.18819534226170156,0.17805538709290883,0.37571124460359523,0.1940416391004709,0.0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
No,0,-1.2774445836787656,-1.4960059100684764,-0.9987008807442433,-0.9979080732365201,-0.002276158097219693,-1.496005910068476,0.0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
Yes,0,-1.2774445836787656,0.3386179781149237,-0.9743311987676665,-0.9735325703318866,-0.002276158097219693,0.3386179781149236,1.0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
No,0,-0.6666391278783103,-1.4744025490663168,-0.8655285153776776,-0.8624959724085148,-0.07668312713281292,-1.4744025490663164,0.0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
No,1,1.6137012404433893,1.4952286902305454,2.494617979041243,2.4827768501339165,0.45160635301989893,1.4952286902305454,0.0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
No,0,0.35136996512244845,0.32532360211359457,0.3274159801478163,0.3430978546763654,-0.4933621537321281,0.3253236021135948,0.0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0
No,0,1.3286586944031769,1.48027251722905,2.231959604186815,2.130612655089618,3.465832668651782,1.48027251722905,0.0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0
No,0,1.6137012404433893,-1.502653098069141,-0.36133657151264786,-0.38505405681993093,0.8288496860303552,-1.5026530980691402,0.0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
No,1,1.4100994218432374,-1.4860351280674797,-0.4498091126015249,-0.4134259057623713,-1.1972520808088496,-1.486035128067479,0.0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0
No,0,0.6771328748826912,1.392197276220246,1.2741913693302074,1.3010286237166124,-0.8616766504583213,1.392197276220246,0.0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0
No,0,-0.5444780367182193,0.7989357471609396,-0.2691114525831748,-0.2615868355855912,-0.22326485613293356,0.79893574716094,0.0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
No,0,1.4915401492832983,0.6859335511496436,1.5838011151666813,1.595455554181548,-0.34752449442238303,0.6859335511496436,0.0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
No,0,0.5956921474426305,-1.3082228490497045,-0.5044863791377395,-0.4794649720556313,-0.8148002599658962,-1.3082228490497039,0.0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
No,0,0.8400143297628127,0.16412929309748078,0.6198963118413343,0.6246304973729077,-0.12207137824452748,0.1641292930974809,0.0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
No,0,-0.21871512695797646,0.8438042661654253,0.062461910614435366,0.06821106920291599,-0.16076300214303463,0.8438042661654256,0.0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
No,0,-0.8702409464784621,0.8122301231622688,-0.5702227133100638,-0.5733459850542744,0.13314452554755857,0.8122301231622692,0.0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
No,0,-0.1779947632379461,0.8537750481664219,0.10036294680445573,0.11172929042124267,-0.3497567034934386,0.8537750481664221,0.0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0
No,0,0.8400143297628127,-0.020330173920958795,0.5340285012535769,0.494738211514249,1.3608595146348468,-0.02033017392095838,0.0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
No,0,-0.5444780367182193,-1.479387940066815,-0.8380464011921358,-0.836729476131606,-0.018645691285050538,-1.4793879400668146,0.0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
No,0,-1.1960038562387048,-1.505976692069473,-0.9768476333195956,-0.9808628846111785,0.1599310344003736,-1.5059766920694726,0.0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
No,0,-0.38159658183809786,-0.1582593249347472,-0.41268066596692127,-0.3972418082722477,-0.49112994466106574,-0.1582593249347469,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Yes,0,-0.9109613101984924,0.5047976781315361,-0.6289836674963388,-0.6535820154486933,0.8563802645735267,0.5047976781315362,1.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
No,0,1.247217966963116,0.8188773111629334,1.463828994204095,1.4804667687401245,-0.516428314133185,0.8188773111629334,0.0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0
Yes,0,0.22920887396235737,0.6360796411446599,0.4201488007851346,0.4012325459335214,0.6733391207459615,0.6360796411446601,1.0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0
No,0,1.1657772395230555,-0.08680205392760396,0.6608656322657244,0.667486340794913,-0.1853173019247817,-0.0868020539276035,0.0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1
No,0,-0.21871512695797646,1.0049985751815391,0.079745842668475,0.12603665082178853,-1.526874953636522,1.0049985751815391,0.0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
No,0,-1.2774445836787656,-1.4993295040688086,-0.9987450287188385,-0.9979522317562748,-0.002276158097219693,-1.4993295040688084,0.0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
Yes,0,-0.7888002190384014,0.8753784091685812,-0.5060315582485732,-0.48366003143233455,-0.7255118971231844,0.8753784091685811,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
Yes,0,-1.0331224013585834,0.2937494591104381,-0.7778506378315152,-0.7791246871115073,0.0691545321769508,0.29374945911043837,1.0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
No,1,-1.1552834925186746,0.32200000811326246,-0.877426394531097,-0.8751253090583794,-0.05212882735106749,0.3220000081132629,0.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
No,1,-0.9924020376385531,0.6792863631489789,-0.7002605724803668,-0.7056449102395683,0.20829556427350873,0.6792863631489794,0.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
No,0,-0.8295205827584317,-0.3510277769540174,-0.7025783411466173,-0.7194223684030568,0.5944677335682366,-0.35102777695401693,0.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Yes,0,-1.0331224013585834,-0.17487729493640844,-0.8237866053978707,-0.8227091461094662,-0.010460924691135116,-0.17487729493640872,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
No,0,0.9621754209229036,0.5164302571326987,0.9852649495916066,0.9790909354444546,0.24847532755272134,0.5164302571326991,0.0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
No,0,0.7992939660427822,-1.3863273080575123,-0.4533188765818471,-0.47734536310740233,0.8385225920049802,-1.3863273080575118,0.0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
Yes,0,-0.38159658183809786,-0.5454580259734538,-0.5362949948336156,-0.5155645619551565,-0.6704507400368446,-0.5454580259734534,1.0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
No,0,-0.5037576729981889,-0.5039131009693008,-0.592517440480664,-0.5685768649207591,-0.7790849148288135,-0.5039131009693008,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
No,0,1.4508197855632678,-0.2779087089467081,0.7357405971792649,0.6869381687468895,1.6830416905589665,-0.2779087089467078,0.0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1
No,0,-1.1960038562387048,0.7075369121518029,-0.8993237899303401,-0.892634162141146,-0.2001986957318974,0.707536912151803,0.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
Yes,0,-1.0738427650786138,-0.5022513039691348,-0.8893904956464093,-0.8750811505386246,-0.4569027389046935,-0.5022513039691343,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
No,0,0.7178532386027215,-1.4694171580658184,-0.5360742549606394,-0.5529005904078155,0.5952118032585952,-1.469417158065818,0.0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
No,0,1.125056875803025,0.8354952811645946,1.398953545536378,1.3752811746842597,0.8414988707664047,0.835495281164595,0.0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
No,0,-1.1552834925186746,-0.5487816199737862,-0.9181308271079157,-0.9214034377613793,0.13537673461862776,-0.5487816199737857,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
No,0,0.5142514200025698,1.4520219682262263,1.1843943890034727,1.1484167794441238,1.254457548913947,1.4520219682262265,0.0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0
No,0,-0.30015585439803716,0.356897745116751,-0.16814503468384265,-0.17313732051678493,0.19936672798923727,0.35689774511675115,0.0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
No,1,0.43281069256250915,1.1894580421999785,0.8927087208526693,0.9026304584890683,-0.29469554640709567,1.1894580421999787,0.0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0
Yes,0,-0.8295205827584317,-1.5209328650709681,-0.904312511059603,-0.9059479558472094,0.08031557753228895,-1.5209328650709677,1.0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
No,0,-0.9516816739185228,0.4017662641212361,-0.7144762203000367,-0.7012069790042138,-0.4204433240772539,0.4017662641212364,0.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
No,0,1.2064976032430856,0.011243969082197169,0.6908421070158978,0.7756967934539792,-2.8215562148558444,0.01124396908219758,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
No,0,0.3106496014024181,-1.4744025490663168,-0.6783852510684214,-0.646295859689156,-1.0543907002605086,-1.4744025490663164,0.0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0
No,0,-1.0738427650786138,-1.2766487060465481,-0.9261657584842508,-0.9368147611557944,0.38389601119750894,-1.2766487060465477,0.0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
No,0,-0.5037576729981889,-1.4860351280674797,-0.8308282073458128,-0.8295537166714557,-0.017157551904338337,-1.486035128067479,0.0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
No,1,-0.6666391278783103,0.464914550127549,-0.469587405220196,-0.4502320319779729,-0.623574349544423,0.46491455012754923,0.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
No,0,-0.9924020376385531,-1.4943441130683104,-0.9367612723871103,-0.9366822855965301,0.022278141684526152,-1.4943441130683097,0.0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
Yes,0,-1.2367242199587352,-0.5039131009693008,-0.9567823788660554,-0.9628241292913546,0.22838544591311927,-0.5039131009693008,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
No,0,1.6137012404433893,0.8770402061687477,1.9230782999311624,1.891405953578023,1.1153165168173822,0.8770402061687479,0.0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
Yes,0,0.7178532386027215,1.3689321182179202,1.350876401202153,1.3326682031209058,0.656969587558139,1.3689321182179202,1.0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
No,0,-0.46303730927815856,0.3502505571160864,-0.3139878687592444,-0.3083507080058937,-0.16001893245267593,0.35025055711608655,0.0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
No,0,1.2879383306831464,1.6697173752479884,2.2578303172996304,2.2434376730630574,0.535686228030114,1.6697173752479886,0.0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0
No,0,-1.1960038562387048,0.016229360082695727,-0.9147535070513791,-0.9201890784681231,0.2082955642735092,0.01622936008269584,0.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
No,0,1.0436161483629645,-1.51594747407047,-0.5502678287930117,-0.516160701971846,-1.121356972392539,-1.5159474740704695,0.0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0
Yes,1,-0.748079855318371,0.8537750481664219,-0.44846259937636984,-0.44745004523342236,-0.005252436858644098,0.8537750481664221,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
No,0,-0.5851984004382496,-1.502653098069141,-0.8355741146148019,-0.8512355498710482,0.5535439005986611,-1.5026530980691402,0.0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
No,0,1.4100994218432374,-1.2849576910473786,-0.23061441873611857,-0.23442934593640705,0.1591869647100162,-1.2849576910473781,0.0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
Yes,0,-1.2774445836787656,-1.4843733310673135,-0.99854636283316,-0.9977535184173784,-0.002276158097219693,-1.484373331067313,1.0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
No,0,1.1657772395230555,-1.3065610520495383,-0.32815936860431905,-0.3210904409551451,-0.20838346232581492,-1.306561052049538,0.0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
No,0,0.7992939660427822,-1.4993295040688086,-0.5548812921382151,-0.5554176260338374,0.0460883717759159,-1.4993295040688084,0.0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
No,0,-0.748079855318371,-1.4744025490663168,-0.8783314280102996,-0.8805126484684614,0.09891731979118724,-1.4744025490663164,0.0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
No,0,0.43281069256250915,-0.48397153696730727,-0.04967394485749456,-0.05342357346160082,0.15844289501966435,-0.4839715369673072,0.0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
No,0,0.7992939660427822,-1.328164413051698,-0.4647973499766116,-0.4371611101305607,-0.902600483427901,-1.3281644130516974,0.0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
Yes,0,-1.2367242199587352,-0.34438058895335305,-0.9570472667136268,-0.9585849113948964,0.07659522908050907,-0.3443805889533532,1.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
No,1,-1.1552834925186746,0.5147684601325326,-0.8733427068810365,-0.8648805324752725,-0.25972427096037237,0.5147684601325327,0.0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Yes,1,-0.055833672077855064,1.1695164781979852,0.3994213267126657,0.3616002744536145,1.3102627756906418,1.1695164781979852,1.0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
No,0,-1.1145631287986442,-1.505976692069473,-0.9694307735875938,-0.9636852204265726,-0.16894776873694856,-1.5059766920694726,0.0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
