Churn,customer_SeniorCitizen,customer_tenure,account_Charges_Monthly,account_Charges_Total,check_total,diff_total,account_Charges_day,churn_bin,customer_gender_Male,customer_Partner_Yes,customer_Dependents_Yes,phone_PhoneService_Yes,phone_MultipleLines_No phone service,phone_MultipleLines_Yes,internet_InternetService_Fiber optic,internet_InternetService_No,internet_OnlineSecurity_No internet service,internet_OnlineSecurity_Yes,internet_OnlineBackup_No internet service,internet_OnlineBackup_Yes,internet_DeviceProtection_No internet service,internet_DeviceProtection_Yes,internet_TechSupport_No internet service,internet_TechSupport_Yes,internet_StreamingTV_No internet service,internet_StreamingTV_Yes,internet_StreamingMovies_No internet service,internet_StreamingMovies_Yes,account_Contract_One year,account_Contract_Two year,account_PaperlessBilling_Yes,account_PaymentMethod_Credit Card Automatic,account_PaymentMethod_Electronic Check,account_PaymentMethod_Mailed Check
No,0,0.8888888888888888,0.012935323383084563,0.1409358412185553,0.1463391812865497,0.4835371589840066,0.01293532338308459,0.0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
No,0,0.4583333333333333,0.5422885572139303,0.2802504038772213,0.28078947368421053,0.5611476952022565,0.5422885572139302,0.0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
Yes,0,0.013888888888888888,0.5164179104477612,0.005925455804292638,0.0082046783625731,0.4983873135331263,0.5164179104477611,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
No,0,0.041666666666666664,0.025870646766169153,0.006138933764135703,0.00731578947368421,0.5110872194597491,0.02587064676616918,0.0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
No,0,0.9722222222222222,0.8308457711442786,0.8135818139856913,0.8330409356725147,0.4268915468351021,0.8308457711442786,0.0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0
No,0,0.7083333333333333,0.3124378109452736,0.2924705746595892,0.2961578947368421,0.526878107781211,0.31243781094527356,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
Yes,0,0.05555555555555555,0.3248756218905472,0.023863374105700438,0.023812865497076025,0.5279532320924597,0.3248756218905471,1.0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
No,0,0.9305555555555555,0.011442786069651711,0.14601892453265639,0.1520233918128655,0.47742238946378096,0.01144278606965174,0.0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0
No,0,0.9444444444444444,0.9303482587064676,0.8645857373644127,0.8887719298245614,0.3805268109125111,0.9303482587064676,0.0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0
No,0,0.861111111111111,0.05373134328358206,0.16131433187168245,0.17149707602339181,0.4317968015051732,0.05373134328358209,0.0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
Yes,1,0.9166666666666666,0.8139303482587064,0.7908031387029771,0.7723157894736843,0.8593603010348053,0.8139303482587064,1.0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
Yes,1,0.736111111111111,0.4159203980099502,0.3705111931687053,0.37223976608187137,0.5615508668189756,0.4159203980099502,1.0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
Yes,1,0.013888888888888888,0.5109452736318407,0.005861989383798754,0.008140350877192983,0.4983873135331263,0.5109452736318407,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Yes,0,0.05555555555555555,0.3014925373134328,0.021024694207246713,0.02271345029239766,0.5075258701787385,0.30149253731343273,1.0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
No,0,0.8888888888888888,0.6572139303482587,0.608152550196169,0.6310175438596491,0.3557317564843431,0.6572139303482586,0.0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
No,0,0.041666666666666664,0.2771144278606965,0.012849065312716363,0.01617543859649123,0.48743448461228234,0.2771144278606965,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
No,1,0.986111111111111,0.3800995024875622,0.4577140549273021,0.46876608187134505,0.46801505174035607,0.3800995024875622,0.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0
No,0,0.027777777777777776,0.013930348258706454,0.002307869836141241,0.004596491228070175,0.497715360838596,0.013930348258706454,0.0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
Yes,0,0.375,0.6094527363184079,0.24945188091391648,0.25105263157894736,0.5441472920306403,0.6094527363184079,1.0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Yes,1,0.125,0.6646766169154228,0.08397184398799909,0.08952631578947368,0.47292030641042787,0.6646766169154228,1.0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
No,0,0.5,0.019900497512437804,0.08067735979690746,0.08526315789473685,0.4835371589840066,0.01990049751243783,0.0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
Yes,0,0.09722222222222221,0.7562189054726368,0.07502884837295178,0.07716374269005848,0.510818438381937,0.7562189054726367,1.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
No,0,0.9027777777777777,0.5761194029850747,0.5666685898915301,0.5789181286549708,0.47124042467410227,0.5761194029850746,0.0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
No,0,0.4583333333333333,0.011940298507462671,0.06709554581121625,0.0750701754385965,0.4424808493482049,0.011940298507462699,0.0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
No,0,0.75,0.8930348258706468,0.6625721209323794,0.6821052631578948,0.40249966402365134,0.8930348258706468,0.0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0
No,0,0.013888888888888888,0.01641791044776117,0.00012693284098776788,0.002327485380116959,0.4983873135331263,0.016417910447761197,0.0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
Yes,1,0.20833333333333331,0.5592039800995025,0.13003692591737828,0.1306140350877193,0.537293374546431,0.5592039800995025,1.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Yes,0,0.05555555555555555,0.8154228855721393,0.04631894761135472,0.04687719298245614,0.5244590780809021,0.8154228855721393,1.0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
Yes,1,0.3611111111111111,0.663681592039801,0.24820563120240022,0.258327485380117,0.44604219862921524,0.6636815920398009,1.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
No,0,0.1388888888888889,0.7024875621890546,0.1050830833141011,0.10391812865497077,0.5534202392151584,0.7024875621890546,0.0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
Yes,0,0.9305555555555555,0.9258706467661691,0.8612162474036464,0.8721754385964912,0.5319849482596428,0.9258706467661691,1.0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0
Yes,1,0.1388888888888889,0.7671641791044775,0.10149434571890147,0.11152046783625731,0.42427093132643373,0.7671641791044773,1.0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
No,0,0.8333333333333333,0.5840796019900497,0.522172859450727,0.54,0.4002150248622486,0.5840796019900497,0.0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0
No,0,0.9027777777777777,0.06517412935323383,0.1825698130625433,0.18853801169590645,0.4835371589840066,0.06517412935323383,0.0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
No,0,1.0,0.8621890547263681,0.8701534733441034,0.8833684210526317,0.5074586749092854,0.8621890547263681,0.0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0
No,1,0.3611111111111111,0.7945273631840796,0.28754904223401795,0.2983157894736842,0.4447654885096079,0.7945273631840795,0.0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
Yes,0,0.1111111111111111,0.014925373134328346,0.014562658666051234,0.01847953216374269,0.4809165434753384,0.014925373134328374,1.0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
No,0,0.013888888888888888,0.021890547263681587,0.00019039926148165225,0.002391812865497076,0.4983873135331263,0.021890547263681587,0.0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
No,0,0.6666666666666666,0.8139303482587064,0.5556427417493653,0.5616842105263158,0.540854723827442,0.8139303482587064,0.0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0
No,0,0.5694444444444444,0.6273631840796019,0.3660108469882299,0.3898596491228071,0.30667920978363084,0.6273631840796019,0.0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Yes,0,0.013888888888888888,0.06865671641791044,0.0007327486729748439,0.002941520467836257,0.4983873135331263,0.06865671641791041,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Yes,0,0.08333333333333333,0.7248756218905472,0.050369259173782606,0.0639298245614035,0.3756887515118928,0.724875621890547,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
No,0,0.013888888888888888,0.26368159203980096,0.002994461112393261,0.005233918128654971,0.4983873135331263,0.263681592039801,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
No,0,0.5138888888888888,0.7019900497512437,0.3833083314101085,0.38428070175438594,0.5722349146620072,0.7019900497512437,0.0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
No,1,0.7777777777777777,0.917910447761194,0.7062889453034848,0.7237426900584796,0.43320790216368676,0.9179104477611938,0.0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0
No,0,0.09722222222222221,0.01641791044776117,0.017810985460420033,0.016292397660818712,0.543878510952828,0.016417910447761197,0.0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
No,0,0.05555555555555555,0.617412935323383,0.03524117239787676,0.037567251461988305,0.5024190297003082,0.617412935323383,0.0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
No,1,0.986111111111111,0.8099502487562189,0.7999480729286867,0.8275029239766083,0.3317430452896095,0.8099502487562188,0.0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0
No,1,0.8055555555555555,0.8024875621890547,0.664885760443111,0.6709005847953218,0.5581911033463223,0.8024875621890547,0.0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
No,0,0.736111111111111,0.013930348258706454,0.11068543734133396,0.12180701754385963,0.4131165165972309,0.013930348258706454,0.0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
No,1,0.4305555555555555,0.708457711442786,0.32181513962612507,0.3243216374269006,0.5450208305335292,0.708457711442786,0.0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
No,0,0.013888888888888888,0.020398009950248763,0.00017309023771059284,0.0023742690058479532,0.4983873135331263,0.020398009950248763,0.0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
No,0,0.08333333333333333,0.372636815920398,0.03656242787906762,0.03908771929824562,0.5003359763472641,0.372636815920398,0.0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
No,0,0.6805555555555555,0.47661691542288565,0.3669743826448188,0.3791052631578948,0.441472920306409,0.47661691542288553,0.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
No,0,0.1111111111111111,0.39751243781094525,0.05197899838449112,0.054456140350877195,0.5032925682031976,0.39751243781094525,0.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
No,1,0.3055555555555555,0.01791044776119402,0.04594968843757213,0.051590643274853805,0.4659991936567656,0.01791044776119402,0.0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
Yes,0,0.40277777777777773,0.6587064676616915,0.28251788599123007,0.2864385964912281,0.52264480580567,0.6587064676616915,1.0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
No,0,0.8472222222222222,0.1527363184079602,0.24214170320793907,0.23971929824561403,0.5892353178336234,0.15273631840796023,0.0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Yes,1,0.41666666666666663,0.7308457711442786,0.3161031617816755,0.3217543859649123,0.5079962370649098,0.7308457711442784,1.0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Yes,0,0.3472222222222222,0.7049751243781094,0.27112854834987304,0.2605263157894737,0.6877435828517663,0.7049751243781094,1.0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
No,1,0.125,0.6099502487562188,0.0807465958919917,0.08373684210526315,0.5018814675446839,0.6099502487562187,0.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
No,0,0.06944444444444445,0.02288557213930348,0.009306485114239559,0.012017543859649123,0.4939524257492263,0.022885572139303506,0.0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
Yes,0,0.125,0.6676616915422885,0.08536810523886454,0.08984210526315789,0.48555301706759757,0.6676616915422885,1.0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
No,0,0.9027777777777777,0.8935323383084576,0.8193053311793215,0.8214327485380117,0.6269318639967731,0.8935323383084576,0.0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0
No,1,0.40277777777777773,0.827860696517413,0.3380798522963305,0.3440994152046784,0.507189893831473,0.8278606965174128,0.0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0
No,0,0.013888888888888888,0.07462686567164178,0.0008019847680590811,0.0030116959064327487,0.4983873135331263,0.07462686567164176,0.0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
No,0,0.16666666666666666,0.6099502487562188,0.10840641587814448,0.11164912280701755,0.5032925682031977,0.6099502487562187,0.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
No,0,0.7638888888888888,0.8223880597014926,0.6265635818139857,0.6490643274853801,0.3627872597769113,0.8223880597014926,0.0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
Yes,0,0.15277777777777776,0.553233830845771,0.10471382414031849,0.09501169590643274,0.6514581373471299,0.553233830845771,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
No,0,0.9444444444444444,0.06766169154228854,0.18582967920609278,0.19922807017543862,0.39866953366482905,0.06766169154228857,0.0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
No,0,0.4722222222222222,0.8666666666666666,0.4063985691207016,0.41893567251461994,0.4429512162343768,0.8666666666666664,0.0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0
No,0,0.013888888888888888,0.02487562189054726,0.00022501730902377065,0.0024269005847953216,0.4983873135331263,0.02487562189054726,0.0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0
No,0,0.5,0.3522388059701492,0.2216189706900531,0.2258947368421053,0.5090713613761583,0.3522388059701491,0.0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
No,0,0.20833333333333331,0.06915422885572137,0.04259173782598662,0.04421052631578948,0.5116919768848264,0.0691542288557214,0.0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
No,0,0.1388888888888889,0.3323383084577114,0.0583544888068313,0.060409356725146204,0.5091385566456113,0.3323383084577115,0.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
No,0,0.041666666666666664,0.5258706467661691,0.022449803831063927,0.024947368421052635,0.49845450880257935,0.5258706467661691,0.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
No,0,0.013888888888888888,0.07412935323383085,0.0007962150934687283,0.003005847953216374,0.4983873135331263,0.07412935323383082,0.0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
No,0,0.5972222222222222,0.6751243781094527,0.4076678975305793,0.4330175438596492,0.29592796667114596,0.6751243781094527,0.0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0
No,0,0.1111111111111111,0.01791044776119402,0.01670897761366259,0.018760233918128658,0.5026878107781203,0.01791044776119402,0.0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
Yes,1,0.05555555555555555,0.2761194029850746,0.018786060466189705,0.02152046783625731,0.49516194059938085,0.27611940298507465,1.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
No,0,0.986111111111111,0.013432835820895522,0.15793330256173554,0.16276023391812866,0.49281010616852466,0.01343283582089555,0.0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0
Yes,0,0.2361111111111111,0.7522388059701491,0.18542003231017773,0.18660233918128655,0.538973256282757,0.752238805970149,1.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
No,0,0.08333333333333333,0.3054726368159204,0.029361873990306948,0.034350877192982465,0.4709044483268368,0.3054726368159204,0.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Yes,1,0.027777777777777776,0.753731343283582,0.01879759981537041,0.02198830409356725,0.4899207095820445,0.753731343283582,1.0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
Yes,1,0.013888888888888888,0.3114427860696517,0.0035483498730671586,0.0057953216374269,0.4983873135331263,0.3114427860696517,1.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Yes,0,0.8888888888888888,0.8696517412935324,0.7944034156473575,0.7908304093567252,0.6885499260852026,0.8696517412935324,1.0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0
No,0,0.5416666666666666,0.3641791044776119,0.25073851834756516,0.25019298245614036,0.569009541728261,0.3641791044776117,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0
No,0,0.6388888888888888,0.3845771144278607,0.29324948072928686,0.30612865497076025,0.42138153473995316,0.3845771144278607,0.0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
Yes,0,0.013888888888888888,0.7213930348258706,0.008302561735518119,0.010614035087719298,0.4983873135331263,0.7213930348258706,1.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
No,0,1.0,0.6562189054726368,0.6886395107315948,0.7090526315789475,0.3964520897728786,0.6562189054726366,0.0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0
No,0,0.4583333333333333,0.015422885572139305,0.0718382183244865,0.07642105263157895,0.482193253594946,0.015422885572139305,0.0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
No,0,0.4444444444444444,0.908457711442786,0.4141703207939072,0.41001169590643277,0.6360032253729329,0.9084577114427855,0.0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0
No,0,0.06944444444444445,0.02238805970149252,0.009866143549503808,0.011988304093567251,0.5008063432334354,0.022388059701492546,0.0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
Yes,0,0.027777777777777776,0.26865671641791045,0.00769674590353104,0.010584795321637428,0.4916677865878233,0.26865671641791045,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
Yes,0,0.027777777777777776,0.6199004975124378,0.019074544195707362,0.018842105263157896,0.5292971374815203,0.6199004975124377,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
No,1,0.2361111111111111,0.6407960199004975,0.16746480498499886,0.16433333333333336,0.5857411638220656,0.6407960199004975,0.0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
No,0,0.06944444444444445,0.020895522388059695,0.011908608354488807,0.011900584795321637,0.5256013976616036,0.020895522388059695,0.0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0
No,0,0.1388888888888889,0.057213930348258696,0.02397299792291715,0.028070175438596492,0.48031178605026115,0.057213930348258724,0.0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
No,0,0.013888888888888888,0.31741293532338305,0.0036175859681513963,0.0058654970760233915,0.4983873135331263,0.3174129353233831,0.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
No,0,0.5694444444444444,0.3786069651741293,0.270620816985922,0.26997660818713454,0.5732428437038026,0.3786069651741293,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
Yes,0,0.875,0.8124378109452737,0.7060004615739672,0.7361052631578948,0.28779733906732785,0.8124378109452736,1.0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
No,0,0.3055555555555555,0.018905472636815884,0.0462843295638126,0.051847953216374275,0.46693992742910806,0.018905472636815912,0.0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
No,0,0.6527777777777778,0.8502487562189055,0.5437110546965152,0.5700467836257311,0.30580567128074077,0.8502487562189053,0.0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0
No,0,0.9027777777777777,0.5567164179104478,0.552371336256635,0.564093567251462,0.4750705550329243,0.5567164179104478,0.0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0
No,1,0.1111111111111111,0.8149253731343283,0.10267135933533349,0.0937076023391813,0.6426555570487826,0.8149253731343282,0.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
Yes,0,0.1388888888888889,0.7656716417910447,0.1051927071313178,0.11134502923976608,0.4693589571294171,0.7656716417910446,1.0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
Yes,0,0.125,0.591044776119403,0.08023886452804062,0.08173684210526316,0.5189490659857536,0.5910447761194029,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
No,0,0.4861111111111111,0.7059701492537314,0.3730094622663282,0.3651461988304094,0.6721542803386633,0.7059701492537314,0.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0
Yes,1,0.027777777777777776,0.5616915422885572,0.0169166858989153,0.01747368421052632,0.519889799758096,0.5616915422885572,1.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
No,1,0.1111111111111111,0.24975124378109453,0.04068774521117009,0.04056140350877193,0.5314473861040173,0.2497512437810945,0.0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1
No,0,0.3333333333333333,0.10796019900497511,0.07722132471728595,0.0816842105263158,0.48441069748689586,0.10796019900497514,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
No,0,0.5,0.34676616915422886,0.21722247865220404,0.22357894736842104,0.48447789275634884,0.34676616915422875,0.0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1
No,0,0.9305555555555555,0.9258706467661691,0.8710362335564275,0.8721754385964912,0.6463512968687,0.9258706467661691,0.0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
Yes,1,0.20833333333333331,0.6447761194029851,0.14303023309485347,0.14570175438596492,0.515253326165837,0.644776119402985,1.0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
No,0,0.0,0.4343283582089552,0.15909012231710132,0.0,0.4983873135331263,0.4343283582089551,0.0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
Yes,0,0.013888888888888888,0.5950248756218905,0.006837064389568427,0.009128654970760234,0.4983873135331263,0.5950248756218904,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Yes,1,0.3333333333333333,0.20746268656716416,0.10991230094622663,0.10975438596491228,0.5426018008332202,0.2074626865671643,1.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
No,0,0.29166666666666663,0.17661691542288555,0.08785483498730672,0.08842105263157896,0.53084262867894,0.17661691542288557,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
No,0,0.15277777777777776,0.40497512437810945,0.0672513270251558,0.0758421052631579,0.43542534605563676,0.40497512437810945,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
